Key,Result
141196,34898272
161988,34914848
143116,34898336
192708,34914912
146956,34898400
254148,34914976
72716,39092768
114884,34915040
67107,39388192
72204,39092768
134223,34914336
162316,34898464
134238,34914400
193036,34898528
134268,34914464
254476,34898592
67128,39387360
115212,34898656
476214,30425760
291894,34619872
476004,30458528
276084,34930912
279399,34898976
276039,34931744
1904507,17039840
1111991,21513248
1111999,17039392
1175419,17597451 17056800 17039584 
1298299,17039648
1544059,17039712
2035579,14189579 17039776 
921467,17039840
1907678,17056224
1162727,21529632
581363,21529632
1162735,17055776 17318091 16777440 
1178590,17055968
1301470,17334368 17056032 
1547230,17056096
2038750,17056160
924638,17056224
1914614,17318368
1273703,21791776
636851,21791776
1273711,17317920
1273726,17317984
1277686,17318112
1308406,17318176
1554166,17318240
2045686,17318304
931574,17318368
1928630,17580512
1497959,22053920
748979,22053920
1497967,17580064
1497982,17580128
1498102,17580192
1499062,17580256
1506742,17580320
1568182,17580384
2059702,17580448
945590,17580512
1956662,17842656
1946471,22316064
973235,22316064
1946479,17842208
1946494,17842272
1946614,17842336
1947574,17842400 13386144 
1949494,17842464
1964854,17842528
2087734,17842592
973622,22298912 17842656 
964150,22037024
746343,26510368
373171,26510368
746351,22036512
746366,22036576
746486,22036640
747446,22036704
749366,22036768
753206,22036832
783926,22036896
1029686,22036960
472630,22037024
478262,26231392
312167,30704672
312175,26230816
312190,26230880
312310,26230944
313270,26231008
315190,26231072
319030,26231136
326710,26231200
388150,26231264
511030,26231328
139699,34898976
138036,34930912
279407,30425120
276212,30458080
279422,30425184
276452,30458144
279542,30425248
278372,30458208
280502,30425312
293732,30458272
282422,30425376
324452,30458336
286262,30425440
385892,30458400
293942,30425504
508772,30458464
145462,34619872
230244,30458528
138019,34931744
144438,34619872
276047,30457888
324662,30425568
276062,30457952
386102,30425632
276092,30458016
508982,30425696
138040,34930912
230454,30425760
952539,25952864
583899,30146976
953780,26002016
580468,30474464
560567,30426144
580423,30475296
3816943,13123979 12583328 
2350839,17597451 17056800 
2604527,12861472 13123787 12583136 
3096047,13123851 12583200 
4079087,9715851 13123915 12583264 
1850863,13123979 12583328 
3829627,12845472
2553783,17318944
1276891,17318944 17301728 
2553791,12845088
2617211,13403147 12862496 12845280 
3108731,12845344
4091771,12845408
1863547,12845472
3857371,13107616
2997687,17581088
1498843,17581088 17563872 
2997695,13107232
2997755,13107296
3013595,13124640 13107424 
3136475,13107488
4119515,13107552
1891291,13107616
1928411,17564128
1494455,22037536
747227,22037536 22020320 
1494463,17563680
1494523,17563744
1495003,17563808
1506523,17563936
1567963,17564000
2059483,17564064
945371,17564128
956635,21758496
626103,26231840
313051,26231840 26214624 
626111,21757984
626171,21758048
626651,21758112
630491,21775392 21758176 
638171,21758240
653531,21758304
776411,21758368
1022171,21758432
465115,21758496
280283,30426144 30408928 
290228,30474464 30196128 
560575,25952288
580596,26001632
560635,25952352
581556,26001696
561115,25952416
589236,26001760
564955,25969696 25952480 
650676,26280160 26001824 
572635,25952544
773556,26001888
587995,25952608
1019316,26001952
291035,30146976
462260,26002016
290211,30475296
288987,30146976
580431,26001440
649435,25952672
580446,26001504
772315,25952736
580476,26001568
1018075,25952800
290232,30474464
461019,25952864
952758,25969248
584118,30163360
957284,26264160
636532,30736608
564071,30442528
636487,30737440
3832798,12861856
2604519,17335328
1302259,17335328
3111902,13140064 12861728 
4094942,12861792
1866718,12861856
3858166,13124000
3010407,17597472
1505203,17597472
3010415,13123616
3010430,13123680
3137270,13123872
4120310,13123936
1892086,13124000
3913654,13386144
3898215,17859616
1949107,17859616
3898223,13385760
3898238,13385824
3898358,13385888 8929632 
3930038,13386016
4175798,13386080
956854,21774880
629607,26248224
314803,26248224
629615,21774368
629630,21774432
629750,21774496
630710,21774560
638390,21774624
653750,21774688
776630,21774752
1022390,21774816
465334,21774880
282035,30442528
318260,30736608
564079,25968672
636660,26263776
564094,25968736
636900,26263840
564214,25968800
638820,26263904
565174,25968864
654180,26263968
572854,25968928
777060,26264032
588214,25968992
1022820,26264096
291254,30163360
465764,26264160
318243,30737440
289206,30163360
636495,26263584
649654,25969056
636510,26263648
772534,25969120
636540,26263712
1018294,25969184
318264,30736608
461238,25969248
953196,25985632
584556,30179744
964292,26526304
748660,30998752
571079,30458912
748615,30999584
3864508,13140384
3111879,17613856
1555939,17613856
3111887,13140000
4126652,1379467 13418656 13140320 
1898428,13140384
3915244,13402528
3923655,17876000
1961827,17876000
3923663,13402144
3923678,13402208
3923708,13402272 1100107 8946016 
4177388,13402464
1949164,17858784 13402528 
1929068,17596896
1504967,22070304
752483,22070304
1504975,17596448
1504990,17596512
1505020,17596576
1505260,17596640
1568620,17596768
2060140,17596832
946028,17596896
285539,30458912
374324,30998752
571087,25985056
748788,26525920
571102,25985120
749028,26525984
571132,25985184
749508,26526048
571372,25985248
753348,26526112
573292,25985312
784068,26526176
588652,25985376
1029828,26526240
291692,30179744
472772,26526304
374307,30999584
289644,30179744
748623,26525728
650092,25985440
748638,26525792
772972,25985504
748668,26525856
1018732,25985568
374328,30998752
461676,25985632
954072,26002016
585432,30196128
978308,26788448
972916,31260896
585095,30475296
972871,31261728
3927928,1379723 13418912 
4126599,5853195 17892384 
2063299,5853195 17892384 
4126607,1379339 13418528 5570763 
4126622,1379403 13418592 
1961848,17875168 1379723 13418912 
1932248,17613280
1555847,22086688
777923,22086688
1555855,17612832
1555870,17612896
1555900,17612960 17334624 
1555960,17613024
2063320,1659083 17891552 17613216 
949208,17613280
958168,21807648
650631,26280992
325315,26280992
650639,21807136
650654,21807200
650744,21807328
651224,21807392
777944,22085856 21807520 
1023704,21807584
466648,21807648
292547,30475296
486452,31260896
585103,26001440
973044,26788064
585118,26001504
973284,26788128
585148,26001568 25723232 
973764,26788192 22331936 
585208,26001632
974724,26788256
585688,26001696
982404,26788320
589528,26001760
1043844,26788384
292568,30474464 30196128 
486788,31244704 26788448 
486435,31261728
290520,30196128
972879,26787872
650968,26001824
972894,26787936
773848,26001888
972924,26788000
1019608,26001952
486456,31260896
462552,26002016
476592,30458528
292272,34652640
482052,30982816
372852,35455200
285447,34931744
372807,35456032
1957616,17875424
1961735,22348832
980867,22348832
1961743,17874976 5570955 
1961758,17875040
1961788,17875104
2088688,17875360
974576,22331680 17875424 
964528,22069792
752391,26543136
376195,26543136
752399,22069280
752414,22069344
752444,22069408
752504,22069472
752624,22069536
784304,22069664
1030064,22069728
473008,22069792
142723,34931744
186420,35455200
285455,30457888
372980,30982368
285470,30457952
373220,30982432
285500,30458016
373700,30982496
285560,30458080
374660,30982560
285680,30458144
376580,30982624
286640,30458208
391940,30982688
294320,30458272
514820,30982752
145840,34652640
236292,30982816
186403,35456032
144816,34652640
372815,30982176
325040,30458336
372830,30982240
386480,30458400
372860,30982304
509360,30458464
186424,35455200
230832,30458528
238176,34915040
146016,39109152
239108,35177184
155764,39649504
140807,39388192
155719,39650336
978400,22331936
974343,26805280
487171,26805280
974351,22331424
974366,22331488
974396,22331552
974456,22331616
982496,22331808
1043936,22331872
70403,39388192
77876,39649504
140815,34914336
155892,35176672
140830,34914400
156132,35176736
140860,34914464
156612,35176800
140920,34914528
157572,35176864
141040,34914592
159492,35176928
141280,34914656
163332,35176992
143200,34914720
194052,35177056
147040,34914784
255492,35177120
72800,39109152
116228,35177184
77859,39650336
72288,39109152
155727,35176480
162400,34914848
155742,35176544
193120,34914912
155772,35176608
254560,34914976
77880,39649504
115296,34915040
69891,43844640
69684,43843808
66372,43827616
33184,43827616
33027,43844640
66380,39354720
78083,39650336
132790,34881824
186627,35456032
265691,30408928
486659,31261728
139791,39370784
139508,39370976
134980,39371168
67488,39371168
66063,39370784
134988,34898272
156175,35176480
270006,30425376
373263,30982176
540123,25952480
973327,26787872
139806,39370848
139748,39371040
138820,39371232
69408,39371232
66078,39370848
138828,34898336
156190,35176544
277686,30425440
373278,30982240
555483,25952544
973342,26787936
139836,39370912
140228,39371104
146500,39371296
73248,39371296
66108,39370912
146508,34898400
156220,35176608
293046,30425504
373308,30982304
586203,25952608
973372,26788000
139896,39370976
141188,39371168
161860,39371360
80928,39371360
66168,39370976
161868,34898464
156280,35176672
323766,30425568
373368,30982368
647643,25952672
973432,26788064
140016,39371040
143108,39371232
192580,39371424
96288,39371424
66288,39371040
192588,34898528
156400,35176736
385206,30425632
373488,30982432
770523,25952736
973552,26788128
140256,39371104
146948,39371296
254020,39371488
127008,39371488
66528,39371104
254028,34898592
156640,35176800
508086,30425696
373728,30982496
1016283,25952800
973792,26788192
70080,43827616
72708,43565664
114756,39371552
57376,39371552
33216,43827616
114764,34898656
78272,39633312
229558,30425760
186816,35439008
459227,25952864
486848,31244704
118816,39371552
66464,43827616
66055,43844640
237644,34898656
132940,39354720
239136,35177184
156576,39633312
132295,39371808
156167,39650336
66147,39371808
78240,39633312
132303,34897952
157600,35176864
132318,34898016
159520,35176928
132348,34898080
163360,35176992
132588,34898144
194080,35177056
133068,34898208
255520,35177120
66444,39354720
116256,35177184
475318,30425760
265910,34881824
482080,30982816
373664,35439008
265063,34898976
373255,35456032
132531,34898976
186784,35439008
265071,30425120
374688,30982560
265086,30425184
376608,30982624
265206,30425248
391968,30982688
266166,30425312
514848,30982752
132918,34881824
236320,30982816
950747,25952864
531931,30408928
978336,26788448
973728,31244704
531895,30426144
973319,31261728
265947,30426144 30408928 
486816,31244704 26788448 
531903,25952288
974752,26788256
531963,25952352
982432,26788320
532443,25952416
1043872,26788384
69667,43844640
66083,43844640
70048,43827616
72224,43565664
66100,43843808
72196,43565664
33048,43843808
35872,43565664
139343,39370784
132175,39370784
141216,39371168
162336,39371360
132340,39370976
162308,39371360
139358,39370848
132190,39370848
143136,39371232
193056,39371424
132580,39371040
193028,39371424
139388,39370912
132220,39370912
146976,39371296
254496,39371488
133060,39371104
254468,39371488
69688,43843808
66104,43843808
72736,43565664
115232,39371552
66436,43827616
115204,39371552
476236,34898656
291916,39092768
280396,39354720
476356,34915040
292036,39109152
478276,35177184
313156,39633312
281716,39387360
312436,39649504
279751,39371808
281671,39388192
312391,39650336
476364,30442144
292044,34636256
478404,30720672
314484,35193056
281799,34915360
314439,35193888
478412,26247776
314567,30721056
314575,26247200
314590,26247264
314620,26247328
314860,26247392
315340,26247456
319180,26247520
326860,26247584
388300,26247648
511180,26247712
1913819,17301984
1260983,21775392
1260991,17301536
1261051,17301600
1307611,17301792
1553371,17301856
2044891,17301920
930779,17301984
1916348,17334752
1301447,21808160
650723,21808160
1301455,17334304
1302460,17334496
2047420,17334688
933308,17334752
1956812,17859040
1948871,22332448
974435,22332448
1948879,17858592
1948894,17858656
1948924,17858720
1965004,17858912
2087884,17858976
140899,34915360
157236,35193056
281807,30441504
314612,30720224
281822,30441568
314852,30720288
281852,30441632
315332,30720352
282092,30441696
319172,30720416
282572,30441760
326852,30720480
286412,30441824
388292,30720544
294092,30441888
511172,30720608
145612,34636256
232644,30720672
157219,35193888
144588,34636256
314447,30720032
324812,30441952
314462,30720096
386252,30442016
314492,30720160
509132,30442080
157240,35193056
230604,30442144
1905627,21496352
1168347,25690464
1916340,21807648
1301364,26280160
1129911,25969696
1301319,26280992
7667183,8929611 8388960 
5234423,13403147 12862496 
6225391,8667168 8929483 8388832 
8191471,5275723 8929547 8388896 
3735023,8929611 8388960 
7716731,8651104
6027191,13124640
6027199,8650784
6274939,9208843 8668192 8650976 
8241019,8651040
3784571,8651104
1129919,21495840
1301492,21807328
1129979,21495904
1302452,21807392
1145819,21513248 21496032 
1555892,22085856 21807520 
1176539,21496096
2047412,21807584
582619,25690464
933300,21807648
287707,25690464
650659,26280992
578523,25690464
1301327,21807136
1299419,21496160
1301342,21807200
1545179,21496224
1301372,21807264
2036699,21496288
650680,26280160
922587,21496352
1906422,21512736
1169142,25706848
1929060,22069792
1504884,26542304
1142631,25986080
1504839,26543136
7729118,8667488
6225383,13141024
3112691,13141024
8253406,1099851 8945760 8667424 
3796958,8667488
7830518,8929632
7847783,13403168
3923891,13403168
7847791,8929312
7847806,8929376 820491 4473120 
8354806,8929568
571315,25986080
752436,26542304
376216,26542304
1142639,21512224
1505012,22069472
1142654,21512288
1505252,22069536
1146614,21512416
1568612,22069664
1177334,21512480
2060132,22069728
583414,25706848
946020,22069792
288502,25706848
752419,26543136
579318,25706848
1504847,22069280
1300214,21512544
1504862,22069344
1545974,21512608
1504892,22069408
2037494,21512672
752440,26542304
923382,21512736
1908156,21529120
1170876,25723232
1956804,22331936
1948788,26804448
1170375,26002464
1948743,26805280
7855868,1100107 8946016 
8253383,5573643 13419552 
4126691,5573643 13419552 
8253391,1099787 8945696 5275851 
585187,26002464
974388,26804448
487192,26804448
1170383,21528608
1948916,22331616
1170398,21528672 21250336 
1949156,22331680 17875424 
1171388,21528800
1964996,22331808
1179068,21528864
2087876,22331872
974371,26805280
581052,25723232
1948751,22331424
1301948,21528928
1948766,22331488
1547708,21528992
1948796,22331552
2039228,21529056
974392,26804448
925116,21529120
139875,39371808
140852,39387360
156484,39633312
70424,39387360
78212,39633312
156492,35160416
156259,35177504
313014,30687520
373347,30983200
626139,26214624
973411,26788896
279759,34897952
281844,34914528
315204,35176864
315212,30703968
312527,30703648
630454,26231072
746703,26509344
1261019,21758176
1946831,22315040
279774,34898016
282084,34914592
319044,35176928
319052,30704032
312542,30703712
638134,26231136
746718,26509408
1276379,21758240
1946846,22315104
279804,34898080
282564,34914656
326724,35176992
326732,30704096
312572,30703776
653494,26231200
746748,26509472
1307099,21758304
1946876,22315168
280044,34898144
286404,34914720
388164,35177056
388172,30704160
312812,30703840
776374,26231264
746988,26509536
1552859,21758368
1947116,22315232
280524,34898208
294084,34914784
511044,35177120
511052,30704224
313292,30703904
1022134,26231328
747468,26509600
2044379,21758432
1947596,22315296
140172,39354720
145604,39109152
232516,35177184
70028,39354720
71876,39109152
232524,30704288
156556,35160416
465078,26231392
373644,30966112
930267,21758496
973708,26771808
478284,30704288
313164,35160416
312519,35177504
956598,26231392
626358,30687520
964172,26509920
747340,30966112
625511,30704672
746695,30983200
312755,30704672
373580,30966112
625519,26230816
749388,26509664
625534,26230880
753228,26509728
625654,26230944
783948,26509792
626614,26231008
1029708,26509856
313142,30687520
472652,26509920
1913307,21758496
1252827,26214624
1956684,22315552
1947468,26771808
1252791,26231840
1946823,26788896
626395,26231840 26214624 
973644,26771808 22315552 
1252799,21757984
1949516,22315360
1252859,21758048
1964876,22315424
1253339,21758112
2087756,22315488
140835,39388192
156195,39650336
140108,39354720
144460,39092768
156212,39649504
144580,39109152
78104,39649504
71756,39092768
281679,34914336
312399,35176480
282444,34898272
324684,34898464
312564,35176672
324804,34914848
281694,34914400
312414,35176544
286284,34898336
386124,34898528
312804,35176736
386244,34914912
281724,34914464
312444,35176608
293964,34898400
509004,34898592
313284,35176800
509124,34914976
140856,39387360
156216,39649504
145484,39092768
230476,34898656
156548,39633312
230596,34915040
952502,30425760
583862,34619872
560822,34881824
953188,30458528
584548,34652640
964164,30982816
747332,35439008
570996,34930912
746612,35455200
559975,34898976
570951,34931744
746567,35456032
3813243,17039840
2338683,21233952
3864500,17613280
3111796,22085856
2291639,21513248
3111751,22086688
15464431,4735243 4194592 
12549879,9208843 8668192 
16513007,820235 4472864 4735179 4194528 
7600111,4735243 4194592 
2291647,17039392
3111924,17613024
2355067,17597451 17056800 17039584 
4126644,1659083 17891552 17613216 
1167227,21233952
1898420,17613280
577403,21233952
1555875,22086688
1159035,21233952
3111759,17612832
2600827,17039648
3111774,17612896
3092347,17039712
3111804,17612960
4075387,17039776
1555896,22085856
1847163,17039840
3816414,17056224
2341854,21250336
3915236,17875424
3923572,22348000
2342375,21529632
3923527,22348832
15712126,820491 4473120 
16512999,5294091 8946720 
8256499,5294091 8946720 
1171187,21529632
1961780,22348000
980888,22348000
2342383,17055776 17318091 16777440 
3923700,17875168 1379723 13418912 
2358238,17055968
4177380,17875360
1961763,22348832
1162206,21250336
3923535,17874976
2603998,17056032
3923550,17875040
3095518,17056096
3923580,17875104
4078558,17056160
1961784,22348000
1850334,17056224
279987,34898976
285492,34930912
373572,35439008
142744,34930912
186756,35439008
373558,26493216
747190,26493216
746931,26510368
1494491,22020320
1947059,22316064
559983,30425120
571124,30458080
749380,30982560
1498806,22036768
1493871,22036512
2997723,17563872
3894127,17842208
559998,30425184
571364,30458144
753220,30982624
1506486,22036832
1493886,22036576
3013083,17563936
3894142,17842272
560118,30425248
573284,30458208
783940,30982688
1567926,22036896
1494006,22036640
3135963,17564000
3894262,17842336
561078,30425312
588644,30458272
1029700,30982752
2059446,22036960
1494966,22036704
4119003,17564064
3895222,17842400
280374,34881824
291684,34652640
472644,30982816
140086,34881824
144228,34652640
945334,22037024
747318,26493216
1890779,17564128
1947446,22298912
1928374,22037024
1494710,26493216
1493863,26510368
3856859,17564128
2989531,22020320
3913398,17842656
3894966,22298912
2989495,22037536
3894119,22316064
1494747,22037536 22020320 
